transactionIdSource,clientId,amount,transactionDate
hzRoGYnq,57,148.99,2024-12-15T03:41:04.099627+00:00
y1LvEnTU,58,415.91,2024-12-15T03:41:04.099631+00:00
zY4DRSyD,72,818.61,2024-12-15T03:41:04.099635+00:00
Mu2g62It,36,114.28,2024-12-15T03:41:04.099638+00:00
UZDswOS6,74,983.71,2024-12-15T03:41:04.099642+00:00
uzphuQRA,18,805.21,2024-12-15T03:41:04.099645+00:00
ap4AKLqM,64,547.89,2024-12-15T03:41:04.099648+00:00
BJEOznDb,23,58.23,2024-12-15T03:41:04.099651+00:00
j2delsu8,81,811.43,2024-12-15T03:41:04.099655+00:00
jAR7zJGr,78,46.17,2024-12-15T03:41:04.099658+00:00
X7zrrEtv,96,80.48,2024-12-15T03:41:04.099661+00:00
nQg1PNG7,47,5.84,2024-12-15T03:41:04.099665+00:00
ulUcJ02X,46,193.11,2024-12-15T03:41:04.099668+00:00
UVz9Btst,39,157.83,2024-12-15T03:41:04.099671+00:00
QpUwVv5T,57,508.15,2024-12-15T03:41:04.099675+00:00
TWBfxIGy,18,679.75,2024-12-15T03:41:04.099678+00:00
uOl8Luz9,73,732.67,2024-12-15T03:41:04.099681+00:00
1LsjTZPP,43,239.51,2024-12-15T03:41:04.099685+00:00
upClxXEp,25,946.29,2024-12-15T03:41:04.099688+00:00
Gbj64hFj,38,587.73,2024-12-15T03:41:04.099691+00:00
FzdI0x9t,72,466.79,2024-12-15T03:41:04.099694+00:00
TMLkxVsJ,28,702.69,2024-12-15T03:41:04.099698+00:00
eV8rBBUB,68,239.32,2024-12-15T03:41:04.099701+00:00
sLBpcUKi,67,52.25,2024-12-15T03:41:04.099705+00:00
V093zHZ0,24,157.29,2024-12-15T03:41:04.099708+00:00
nsPKMAVn,3,951.21,2024-12-15T03:41:04.099711+00:00
SwXam7ix,29,536.58,2024-12-15T03:41:04.099717+00:00
hHyeovpu,53,823.61,2024-12-15T03:41:04.099720+00:00
YBFmlHwv,64,499.74,2024-12-15T03:41:04.099725+00:00
gruWYCfM,67,793.54,2024-12-15T03:41:04.099728+00:00
ShKRCqeQ,72,909.45,2024-12-15T03:41:04.099732+00:00
5udE7myk,80,534.88,2024-12-15T03:41:04.099735+00:00
OOUobG3c,42,527.95,2024-12-15T03:41:04.099740+00:00
hz1xvJkq,82,514.51,2024-12-15T03:41:04.099744+00:00
xuMMpWZw,49,246.48,2024-12-15T03:41:04.099748+00:00
du9bK5ld,96,344.6,2024-12-15T03:41:04.099751+00:00
XU45S2lf,80,580.13,2024-12-15T03:41:04.099754+00:00
8Wkxv58N,92,388.26,2024-12-15T03:41:04.099757+00:00
03dh32oA,41,806.27,2024-12-15T03:41:04.099761+00:00
QKXRwVmp,56,21.22,2024-12-15T03:41:04.099764+00:00
ZAEJ4uJS,46,24.71,2024-12-15T03:41:04.099768+00:00
nkMaaa3N,77,869.49,2024-12-15T03:41:04.099771+00:00
OGC4VObe,58,569.07,2024-12-15T03:41:04.099774+00:00
4EuA53ip,47,525.91,2024-12-15T03:41:04.099777+00:00
4ULrBxG5,35,743.24,2024-12-15T03:41:04.099781+00:00
qKdUvzY9,44,412.9,2024-12-15T03:41:04.099784+00:00
IE2ut1HU,76,678.05,2024-12-15T03:41:04.099787+00:00
tFThVadz,41,182.57,2024-12-15T03:41:04.099791+00:00
yFNMJeMh,5,210.82,2024-12-15T03:41:04.099794+00:00
cwEwSJPI,64,830.83,2024-12-15T03:41:04.099797+00:00
CL1YY9W9,16,217.88,2024-12-15T03:41:04.099801+00:00
HxYVBk4T,15,817.36,2024-12-15T03:41:04.099804+00:00
2mUVh2nN,72,944.4,2024-12-15T03:41:04.099807+00:00
m0msJYpP,46,421.33,2024-12-15T03:41:04.099811+00:00
pybrulJ3,62,786.26,2024-12-15T03:41:04.099814+00:00
B3t9APti,91,581.87,2024-12-15T03:41:04.099817+00:00
dOzXB34v,12,906.49,2024-12-15T03:41:04.099821+00:00
4wzrd7Sy,32,539.22,2024-12-15T03:41:04.099824+00:00
TeiBdV4X,96,335.48,2024-12-15T03:41:04.099829+00:00
ixlLhdF2,49,338.34,2024-12-15T03:41:04.099832+00:00
HWxSzqnm,18,253.66,2024-12-15T03:41:04.099836+00:00
K64OzpxQ,49,293.82,2024-12-15T03:41:04.099839+00:00
4sYsx7RH,19,449.83,2024-12-15T03:41:04.099842+00:00
rirlrPMh,63,409.03,2024-12-15T03:41:04.100679+00:00
MsC4uNwr,39,930.82,2024-12-15T03:41:04.100685+00:00
0IYUamWn,27,464.86,2024-12-15T03:41:04.100689+00:00
vcmX9KPQ,11,443.8,2024-12-15T03:41:04.100693+00:00
hIKtzR1x,90,617.64,2024-12-15T03:41:04.100697+00:00
BaxoVBfy,50,37.14,2024-12-15T03:41:04.100701+00:00
bEc97LfU,68,750.23,2024-12-15T03:41:04.100704+00:00
8CaYE5rn,67,415.98,2024-12-15T03:41:04.100708+00:00
2aPKlvTi,99,73.2,2024-12-15T03:41:04.100711+00:00
9MuL0AQA,34,86.65,2024-12-15T03:41:04.100715+00:00
oIk6BJwF,6,271.49,2024-12-15T03:41:04.100719+00:00
SVJfjIqp,31,236.73,2024-12-15T03:41:04.100723+00:00
5N997EkA,38,644.93,2024-12-15T03:41:04.100726+00:00
ob7C4NlQ,26,86.49,2024-12-15T03:41:04.100729+00:00
jem1eKN8,25,84.94,2024-12-15T03:41:04.100733+00:00
EEp4UkYe,100,221.48,2024-12-15T03:41:04.100736+00:00
h3SSI2Zt,26,652.65,2024-12-15T03:41:04.100739+00:00
osurdL4C,81,65.86,2024-12-15T03:41:04.100743+00:00
BuFoHCK7,17,771.08,2024-12-15T03:41:04.100746+00:00
d76wmTGh,99,987.91,2024-12-15T03:41:04.100750+00:00
cq731KYl,9,187.57,2024-12-15T03:41:04.100753+00:00
N0v5HpbM,52,492.83,2024-12-15T03:41:04.100756+00:00
PLqlIW9m,91,508.67,2024-12-15T03:41:04.100760+00:00
9pkhtefB,63,505.43,2024-12-15T03:41:04.100763+00:00
bpF7l9tS,73,505.51,2024-12-15T03:41:04.100766+00:00
ALiSxCXW,60,640.38,2024-12-15T03:41:04.100769+00:00
1XgjfN1z,80,706.34,2024-12-15T03:41:04.100773+00:00
tUVWPun7,99,979.95,2024-12-15T03:41:04.100777+00:00
nS0F8yEo,6,56.39,2024-12-15T03:41:04.100780+00:00
wENpvbD2,41,488.01,2024-12-15T03:41:04.100783+00:00
lUSlVPse,21,665.73,2024-12-15T03:41:04.100787+00:00
7pDazLUL,62,249.16,2024-12-15T03:41:04.100790+00:00
5wP5cv1C,63,485.07,2024-12-15T03:41:04.100793+00:00
0sL13npr,56,670.65,2024-12-15T03:41:04.100797+00:00
fggfdPtW,34,313.2,2024-12-15T03:41:04.100800+00:00
7ztdTsih,62,22.66,2024-12-15T03:41:04.100804+00:00
EcuKnS2r,93,672.53,2024-12-15T03:41:04.100808+00:00
NUUEAzWK,98,305.1,2024-12-15T03:41:04.100811+00:00
0EizLuvL,41,137.41,2024-12-15T03:41:04.100815+00:00
RskXztDF,31,716.56,2024-12-15T03:41:04.100818+00:00
Ke73ifDf,21,381.75,2024-12-15T03:41:04.100821+00:00
1oXVktXF,63,371.22,2024-12-15T03:41:04.100825+00:00
HthHWaFf,56,954.31,2024-12-15T03:41:04.100828+00:00
W9crBA4x,74,199.27,2024-12-15T03:41:04.100831+00:00
xEidjPBj,97,154.59,2024-12-15T03:41:04.100835+00:00
NBUALIWh,59,694.61,2024-12-15T03:41:04.100838+00:00
pBSzrSLn,96,744.22,2024-12-15T03:41:04.100841+00:00
79CTPLvp,12,100.06,2024-12-15T03:41:04.100845+00:00
9LlUGLqt,83,375.48,2024-12-15T03:41:04.100848+00:00
lbESWHn5,32,508.97,2024-12-15T03:41:04.100851+00:00
n6xdhKi8,82,981.99,2024-12-15T03:41:04.100855+00:00
j53bxOnu,65,217.97,2024-12-15T03:41:04.100858+00:00
etEx5rah,71,184.44,2024-12-15T03:41:04.100867+00:00
ybkdgLQj,22,151.66,2024-12-15T03:41:04.100870+00:00
D12BSTmG,39,489.63,2024-12-15T03:41:04.100874+00:00
L0NyKtTf,54,302.68,2024-12-15T03:41:04.100877+00:00
0nqYafF2,28,814.97,2024-12-15T03:41:04.100881+00:00
p1UQ5z0J,52,331.54,2024-12-15T03:41:04.100884+00:00
SP5ZnFmT,13,590.22,2024-12-15T03:41:04.100889+00:00
UkxZq8e4,85,709.95,2024-12-15T03:41:04.100893+00:00
R4yrrFf6,6,787.27,2024-12-15T03:41:04.100896+00:00
cHOfdVTy,48,982.64,2024-12-15T03:41:04.100899+00:00
i80LXiDt,48,501.39,2024-12-15T03:41:04.100903+00:00
CDSz0gDn,14,728.29,2024-12-15T03:41:04.100906+00:00
Wz5E0f2l,77,336.6,2024-12-15T03:41:04.100910+00:00
xHv28HB5,72,81.02,2024-12-15T03:41:04.100913+00:00
6snJV2ky,98,391.54,2024-12-15T03:41:04.100916+00:00
3bEvFJEZ,91,663.02,2024-12-15T03:41:04.100920+00:00
tSsP1iFA,2,895.61,2024-12-15T03:41:04.100924+00:00
OAy3XcZX,93,616.99,2024-12-15T03:41:04.100927+00:00
AkoHTsZy,98,813.95,2024-12-15T03:41:04.100930+00:00
risje0Gg,46,348.32,2024-12-15T03:41:04.100934+00:00
3LEFSX3n,24,391.86,2024-12-15T03:41:04.100938+00:00
3bBwB07f,90,544.37,2024-12-15T03:41:04.100941+00:00
h0bbnjol,63,606.73,2024-12-15T03:41:04.100944+00:00
R14PC0Q9,66,965.22,2024-12-15T03:41:04.100947+00:00
iheWmk8V,33,457.75,2024-12-15T03:41:04.100951+00:00
ovVdIUcv,79,121.95,2024-12-15T03:41:04.100954+00:00
T8eLGFNj,55,371.6,2024-12-15T03:41:04.100958+00:00
wIEooVDV,89,136.35,2024-12-15T03:41:04.100961+00:00
PH3cuFD0,58,803.08,2024-12-15T03:41:04.100965+00:00
KkKP70BH,3,830.8,2024-12-15T03:41:04.100968+00:00
yE8Dfy7e,99,855.54,2024-12-15T03:41:04.100971+00:00
iEBklYaL,34,595.1,2024-12-15T03:41:04.100975+00:00
1gaNdoFH,25,814.6,2024-12-15T03:41:04.100978+00:00
Ko6kuQDP,88,880.87,2024-12-15T03:41:04.100982+00:00
sBCUGXWf,66,366.75,2024-12-15T03:41:04.100985+00:00
GLtFNZUT,50,243.4,2024-12-15T03:41:04.100988+00:00
SWBLwEiF,58,896.87,2024-12-15T03:41:04.100992+00:00
8HCLlbJ4,97,106.34,2024-12-15T03:41:04.100995+00:00
9dP4Fhh1,21,659.93,2024-12-15T03:41:04.100998+00:00
Zgr2Vwah,8,293.45,2024-12-15T03:41:04.101002+00:00
PmPe4pnP,3,299.39,2024-12-15T03:41:04.101005+00:00
OWQM7Tl3,2,981.01,2024-12-15T03:41:04.101009+00:00
JfaKbsR9,66,907.88,2024-12-15T03:41:04.101012+00:00
XIuK9N2F,99,334.82,2024-12-15T03:41:04.101015+00:00
bPUss8wr,31,485.41,2024-12-15T03:41:04.101018+00:00
4is47A7H,81,368.54,2024-12-15T03:41:04.101022+00:00
rTDHett0,98,161.07,2024-12-15T03:41:04.101025+00:00
GNxKJQu4,25,479.36,2024-12-15T03:41:04.101028+00:00
sFjUzehE,2,597.44,2024-12-15T03:41:04.101032+00:00
k8DMm3CX,29,896.93,2024-12-15T03:41:04.101035+00:00
eEeW4t1r,61,434.65,2024-12-15T03:41:04.101039+00:00
xCj8V8Vc,72,500.82,2024-12-15T03:41:04.101044+00:00
hF2F3R46,100,189.24,2024-12-15T03:41:04.101048+00:00
B58OjSLW,37,312.46,2024-12-15T03:41:04.101053+00:00
9TYooZo6,11,365.78,2024-12-15T03:41:04.101057+00:00
xPnaXRXw,16,205.96,2024-12-15T03:41:04.101060+00:00
ijJHat9t,13,798.25,2024-12-15T03:41:04.101063+00:00
FdRkJ24l,16,915.7,2024-12-15T03:41:04.101067+00:00
mDnE4G35,23,524.5,2024-12-15T03:41:04.101070+00:00
lOHWc5Go,35,895.15,2024-12-15T03:41:04.101074+00:00
SMPggHo6,64,866.9,2024-12-15T03:41:04.101077+00:00
twyMJ4xP,99,535.89,2024-12-15T03:41:04.101080+00:00
1PJyse9p,21,424.81,2024-12-15T03:41:04.101084+00:00
jQbo70uV,41,813.73,2024-12-15T03:41:04.101087+00:00
5W5SFznM,48,957.44,2024-12-15T03:41:04.101090+00:00
KMx5vsvU,75,159.52,2024-12-15T03:41:04.101094+00:00
pkkMyFyK,57,257.87,2024-12-15T03:41:04.101097+00:00
hE0mOFrc,93,341.48,2024-12-15T03:41:04.101100+00:00
xohSvlTg,65,898.16,2024-12-15T03:41:04.101104+00:00
ELNkkYOx,51,649.97,2024-12-15T03:41:04.101107+00:00
On47cNUY,100,602.89,2024-12-15T03:41:04.101112+00:00
XWAaFN9S,82,805.32,2024-12-15T03:41:04.101116+00:00
DjVtdDfj,54,379.22,2024-12-15T03:41:04.101119+00:00
FZ12Crlo,54,787.09,2024-12-15T03:41:04.101122+00:00
E61zwaY3,79,776.81,2024-12-15T03:41:04.101126+00:00
IzRIKQ3Q,33,454.99,2024-12-15T03:41:04.101129+00:00
mbcPq5Lw,7,290.5,2024-12-15T03:41:04.101132+00:00
JVdDLoiy,41,264.49,2024-12-15T03:41:04.101136+00:00
LkEDAV0u,69,363.49,2024-12-15T03:41:04.101139+00:00
55cEBhKI,64,791.7,2024-12-15T03:41:04.101142+00:00
53Gtv8Tc,8,486.37,2024-12-15T03:41:04.101146+00:00
XeoQgY9n,51,760.44,2024-12-15T03:41:04.101150+00:00
2jpcZFqS,23,683.64,2024-12-15T03:41:04.101153+00:00
U7XsZ820,29,717.71,2024-12-15T03:41:04.101157+00:00
P1iZDUx2,9,360.32,2024-12-15T03:41:04.101160+00:00
mshi9dU6,40,499.06,2024-12-15T03:41:04.101165+00:00
nIW74BOT,100,100.37,2024-12-15T03:41:04.101169+00:00
EU1YRKRd,85,775.74,2024-12-15T03:41:04.101172+00:00
YmZL9iNB,52,488.0,2024-12-15T03:41:04.101176+00:00
XPlkW3ek,56,573.23,2024-12-15T03:41:04.101179+00:00
csRxL059,46,739.51,2024-12-15T03:41:04.101182+00:00
fQss7iQC,52,596.69,2024-12-15T03:41:04.101186+00:00
wlwdWNtR,66,147.47,2024-12-15T03:41:04.101189+00:00
QuhtGLW1,34,399.01,2024-12-15T03:41:04.101192+00:00
HnMpx3RP,66,908.67,2024-12-15T03:41:04.101196+00:00
Yx288FB7,85,411.64,2024-12-15T03:41:04.101199+00:00
mtGpbR2K,3,22.87,2024-12-15T03:41:04.101202+00:00
1bzVWEbe,26,690.66,2024-12-15T03:41:04.101206+00:00
jLcFuewG,71,79.79,2024-12-15T03:41:04.101209+00:00
dYD28evK,14,424.18,2024-12-15T03:41:04.101213+00:00
Otm5alKs,67,999.81,2024-12-15T03:41:04.101216+00:00
IggXK8rl,8,83.71,2024-12-15T03:41:04.101219+00:00
pa8Vb3LB,26,517.68,2024-12-15T03:41:04.101223+00:00
G1nKEYqL,84,62.99,2024-12-15T03:41:04.101228+00:00
fT0hoqYC,64,620.51,2024-12-15T03:41:04.101232+00:00
EcY6ovbi,60,161.93,2024-12-15T03:41:04.101235+00:00
TSCp57rp,4,846.84,2024-12-15T03:41:04.101239+00:00
DioXukBJ,64,309.4,2024-12-15T03:41:04.101242+00:00
8iThmtXm,84,178.15,2024-12-15T03:41:04.101246+00:00
XpsjEKxg,42,121.95,2024-12-15T03:41:04.101249+00:00
yGcqBo5b,16,909.13,2024-12-15T03:41:04.101252+00:00
tQsjsWKh,83,437.5,2024-12-15T03:41:04.101256+00:00
bF8ZHh2p,16,408.66,2024-12-15T03:41:04.101259+00:00
jME4Kdc4,25,798.37,2024-12-15T03:41:04.101263+00:00
iwu499xZ,25,294.82,2024-12-15T03:41:04.101266+00:00
mFuhMNkn,15,732.35,2024-12-15T03:41:04.101270+00:00
h1FUf5n1,35,582.72,2024-12-15T03:41:04.101275+00:00
WNpRuthI,13,234.83,2024-12-15T03:41:04.101278+00:00
4yw2l993,78,746.41,2024-12-15T03:41:04.101282+00:00
m9iz3wNJ,62,127.79,2024-12-15T03:41:04.101285+00:00
bgQEfKEA,64,690.73,2024-12-15T03:41:04.101289+00:00
IAWrUqnR,80,703.25,2024-12-15T03:41:04.101292+00:00
LKpV8rTb,38,371.59,2024-12-15T03:41:04.101295+00:00
fVhYzS1Y,57,401.12,2024-12-15T03:41:04.101299+00:00
aUx4ftFd,6,391.88,2024-12-15T03:41:04.101302+00:00
Qc7eCdK6,58,351.56,2024-12-15T03:41:04.101306+00:00
1QnyOSzo,23,197.55,2024-12-15T03:41:04.101309+00:00
VZqrTPN2,82,863.75,2024-12-15T03:41:04.101312+00:00
40CVooDu,63,271.69,2024-12-15T03:41:04.101316+00:00
MTMpOGmp,30,128.8,2024-12-15T03:41:04.101319+00:00
hcIQZz4n,66,699.1,2024-12-15T03:41:04.101323+00:00
cViTqw1F,65,159.33,2024-12-15T03:41:04.101326+00:00
PjYoG4HL,12,317.04,2024-12-15T03:41:04.101329+00:00
X6ZjTLPd,23,392.05,2024-12-15T03:41:04.101333+00:00
8nyQAWYm,100,933.16,2024-12-15T03:41:04.101338+00:00
psPYBZXJ,92,226.15,2024-12-15T03:41:04.101341+00:00
YztaSghf,26,797.84,2024-12-15T03:41:04.101345+00:00
Zd8dE7g3,16,193.62,2024-12-15T03:41:04.101348+00:00
BkyVmqgG,41,862.26,2024-12-15T03:41:04.101352+00:00
sMMc3oig,39,790.06,2024-12-15T03:41:04.101355+00:00
5jsfDCJ5,78,781.88,2024-12-15T03:41:04.101358+00:00
icj7TS0V,61,77.11,2024-12-15T03:41:04.101362+00:00
CnoX91wt,30,326.02,2024-12-15T03:41:04.101365+00:00
JqVeLWDe,28,927.81,2024-12-15T03:41:04.101369+00:00
DFg6oVD1,48,41.47,2024-12-15T03:41:04.101372+00:00
a77q8Me1,67,455.93,2024-12-15T03:41:04.101376+00:00
H1JzAtlZ,65,901.0,2024-12-15T03:41:04.101379+00:00
H6Hsh6TC,71,470.42,2024-12-15T03:41:04.101383+00:00
7GNN8v0R,46,830.15,2024-12-15T03:41:04.101388+00:00
sR2EX2uQ,5,636.71,2024-12-15T03:41:04.101391+00:00
bBIyYjZl,93,147.51,2024-12-15T03:41:04.101394+00:00
ANqcs7x0,33,876.69,2024-12-15T03:41:04.101398+00:00
RjINQymi,88,534.07,2024-12-15T03:41:04.101401+00:00
Wta1SISr,73,121.85,2024-12-15T03:41:04.101406+00:00
ZxtkvvIG,33,322.12,2024-12-15T03:41:04.101410+00:00
WtmqrqV7,45,787.71,2024-12-15T03:41:04.101413+00:00
i9BZAk17,12,766.06,2024-12-15T03:41:04.101416+00:00
UW5GtWk9,92,50.76,2024-12-15T03:41:04.101420+00:00
NfQ8fwB1,75,930.33,2024-12-15T03:41:04.101423+00:00
V5aalIhS,25,32.01,2024-12-15T03:41:04.101426+00:00
uY8LhHqE,19,395.74,2024-12-15T03:41:04.101430+00:00
P97PWpyP,80,463.65,2024-12-15T03:41:04.101433+00:00
gArlu8CX,67,683.52,2024-12-15T03:41:04.101437+00:00
dYsTMQoA,72,971.28,2024-12-15T03:41:04.101440+00:00
AKZtrS1B,56,144.61,2024-12-15T03:41:04.101443+00:00
9MxWxthg,86,663.44,2024-12-15T03:41:04.101447+00:00
baCAyhn6,70,277.79,2024-12-15T03:41:04.101450+00:00
sfF3sWDi,85,586.92,2024-12-15T03:41:04.101454+00:00
PndVZTSM,52,759.2,2024-12-15T03:41:04.101457+00:00
TCjegaev,39,489.66,2024-12-15T03:41:04.101460+00:00
fvTeBTAP,41,433.6,2024-12-15T03:41:04.101464+00:00
GPd6bbuJ,25,410.82,2024-12-15T03:41:04.101467+00:00
nZ7DWJQO,31,253.51,2024-12-15T03:41:04.101470+00:00
OUZQznzr,50,353.48,2024-12-15T03:41:04.101474+00:00
1gYc4PI6,26,58.09,2024-12-15T03:41:04.101477+00:00
2fyACZg7,78,685.25,2024-12-15T03:41:04.101480+00:00
2ogu6Fls,66,567.39,2024-12-15T03:41:04.101484+00:00
yDk3Qpuh,30,239.0,2024-12-15T03:41:04.101487+00:00
j3OvIfq1,48,877.98,2024-12-15T03:41:04.101491+00:00
PmU6H1Eq,94,464.78,2024-12-15T03:41:04.101494+00:00
kkyt9wWY,91,929.3,2024-12-15T03:41:04.101499+00:00
s5LFDMrg,28,690.27,2024-12-15T03:41:04.101503+00:00
FnRcJSq0,96,335.81,2024-12-15T03:41:04.101506+00:00
fuWCC5JN,41,275.72,2024-12-15T03:41:04.101510+00:00
Ty3v9Nrf,9,545.73,2024-12-15T03:41:04.101513+00:00
zmx7b0Va,33,780.49,2024-12-15T03:41:04.101516+00:00
J8DZJd8B,51,523.82,2024-12-15T03:41:04.101520+00:00
SiRHEVJV,14,437.27,2024-12-15T03:41:04.101523+00:00
FnFISnGw,54,859.92,2024-12-15T03:41:04.101526+00:00
G82d076j,9,891.97,2024-12-15T03:41:04.101530+00:00
4tz9QKi3,65,649.63,2024-12-15T03:41:04.101533+00:00
3FYoBwym,9,448.43,2024-12-15T03:41:04.101536+00:00
xEmoKseO,19,292.01,2024-12-15T03:41:04.101540+00:00
fFSsTTVd,85,603.87,2024-12-15T03:41:04.101543+00:00
74XaRufs,97,589.05,2024-12-15T03:41:04.101546+00:00
iBud8ioL,7,218.09,2024-12-15T03:41:04.101550+00:00
cTs4p4Lg,19,120.24,2024-12-15T03:41:04.101553+00:00
m8OD1cP6,94,783.48,2024-12-15T03:41:04.101556+00:00
68ZIqzMd,80,710.71,2024-12-15T03:41:04.101562+00:00
M0UH1I9s,13,79.07,2024-12-15T03:41:04.101565+00:00
28bTLUQd,18,432.65,2024-12-15T03:41:04.101568+00:00
eidQDuQk,90,823.13,2024-12-15T03:41:04.101572+00:00
zIakStq3,63,230.96,2024-12-15T03:41:04.101575+00:00
tfAG06tF,94,570.15,2024-12-15T03:41:04.101578+00:00
VMMnjXS4,84,270.9,2024-12-15T03:41:04.101584+00:00
m64rJRVo,69,66.89,2024-12-15T03:41:04.101587+00:00
Dtr6NyNj,42,37.48,2024-12-15T03:41:04.101590+00:00
R2iKymlS,31,493.93,2024-12-15T03:41:04.101594+00:00
iFWBNQcn,28,201.39,2024-12-15T03:41:04.101597+00:00
vteGU5vQ,76,83.74,2024-12-15T03:41:04.101600+00:00
fX1PcS25,8,872.94,2024-12-15T03:41:04.101604+00:00
zlTzkDyv,55,487.23,2024-12-15T03:41:04.101608+00:00
sebC2g1D,45,568.39,2024-12-15T03:41:04.101613+00:00
tk5nTkJd,38,139.59,2024-12-15T03:41:04.101617+00:00
3HB1l3Og,11,800.98,2024-12-15T03:41:04.101620+00:00
HuzVAnxC,80,210.66,2024-12-15T03:41:04.101623+00:00
IWdxchyF,93,669.26,2024-12-15T03:41:04.101627+00:00
DFwuckfT,91,43.81,2024-12-15T03:41:04.101630+00:00
u5pKKwUT,82,652.18,2024-12-15T03:41:04.101633+00:00
8zrFQoU7,54,242.57,2024-12-15T03:41:04.101637+00:00
AF1ErlaK,68,378.32,2024-12-15T03:41:04.101640+00:00
lfO7taaK,82,713.02,2024-12-15T03:41:04.101643+00:00
Ec0M7XBw,96,468.08,2024-12-15T03:41:04.101647+00:00
mZAYc7TV,61,191.2,2024-12-15T03:41:04.101650+00:00
13QdINVG,29,294.84,2024-12-15T03:41:04.101654+00:00
znC1yMvG,4,917.09,2024-12-15T03:41:04.101657+00:00
oalavdTk,75,895.7,2024-12-15T03:41:04.101661+00:00
l2v9WbrJ,52,349.99,2024-12-15T03:41:04.101664+00:00
BDv5Q5k5,18,682.74,2024-12-15T03:41:04.101667+00:00
e70yFiJ7,67,689.71,2024-12-15T03:41:04.101671+00:00
OBrGDTOz,88,112.36,2024-12-15T03:41:04.101674+00:00
TgpKtf3H,56,240.9,2024-12-15T03:41:04.101677+00:00
Y0LZ1wh9,3,747.76,2024-12-15T03:41:04.101681+00:00
WgiRE5ar,76,491.61,2024-12-15T03:41:04.101684+00:00
KeRhZNWR,3,758.42,2024-12-15T03:41:04.101688+00:00
FOC5W9c2,67,890.25,2024-12-15T03:41:04.101691+00:00
JOvgUmCN,69,668.41,2024-12-15T03:41:04.101694+00:00
dyvwRJDy,81,574.12,2024-12-15T03:41:04.101698+00:00
CudgGGQg,16,718.68,2024-12-15T03:41:04.101701+00:00
0EAeGxJn,90,616.92,2024-12-15T03:41:04.101704+00:00
cgDwB0ia,75,99.36,2024-12-15T03:41:04.101708+00:00
JghYGXHm,28,835.98,2024-12-15T03:41:04.101711+00:00
nkplFBvI,16,847.98,2024-12-15T03:41:04.101715+00:00
47qceb3o,79,376.09,2024-12-15T03:41:04.101718+00:00
YYGbB2jV,90,864.93,2024-12-15T03:41:04.101725+00:00
jUYQ1FTY,80,251.33,2024-12-15T03:41:04.101728+00:00
fzMGli52,59,150.93,2024-12-15T03:41:04.101732+00:00
BMsrywzl,47,624.93,2024-12-15T03:41:04.101735+00:00
Go3c4QMY,48,665.26,2024-12-15T03:41:04.101738+00:00
h24D4TlB,40,3.31,2024-12-15T03:41:04.101742+00:00
HvqHZgIn,52,273.53,2024-12-15T03:41:04.101745+00:00
HDR6hM4Q,3,101.19,2024-12-15T03:41:04.101748+00:00
8fIRi24a,69,277.1,2024-12-15T03:41:04.101752+00:00
C9NcwsB0,77,940.12,2024-12-15T03:41:04.101755+00:00
rRU2RkTs,75,226.55,2024-12-15T03:41:04.101759+00:00
iIaq8JBv,93,132.71,2024-12-15T03:41:04.101764+00:00
6eGGews5,70,301.98,2024-12-15T03:41:04.101768+00:00
4td9fdh9,40,914.4,2024-12-15T03:41:04.101771+00:00
ndjXmNuq,36,939.55,2024-12-15T03:41:04.101774+00:00
5gg3PL5n,19,215.66,2024-12-15T03:41:04.101778+00:00
5kRw2EMt,27,666.32,2024-12-15T03:41:04.101781+00:00
Ol9Eyhcf,80,340.41,2024-12-15T03:41:04.101786+00:00
zBw8YEAv,20,465.05,2024-12-15T03:41:04.101790+00:00
xYAexY5a,18,846.62,2024-12-15T03:41:04.101793+00:00
46x5ZqjA,26,808.85,2024-12-15T03:41:04.101796+00:00
A78jREdR,50,364.47,2024-12-15T03:41:04.101800+00:00
ZNHvITrk,53,943.74,2024-12-15T03:41:04.101803+00:00
VyIrAVie,55,908.74,2024-12-15T03:41:04.101806+00:00
lrmngS6q,36,184.03,2024-12-15T03:41:04.101810+00:00
wNsR9aSp,84,850.6,2024-12-15T03:41:04.101813+00:00
oKGpTnAF,63,16.94,2024-12-15T03:41:04.101816+00:00
tXhcs9OM,45,975.91,2024-12-15T03:41:04.101820+00:00
qEzJB2md,29,531.11,2024-12-15T03:41:04.101823+00:00
OatEGcr9,51,248.59,2024-12-15T03:41:04.101826+00:00
BhHtukGd,34,341.76,2024-12-15T03:41:04.101830+00:00
P44HgUpE,23,159.27,2024-12-15T03:41:04.101834+00:00
Ab4CMnJs,24,360.07,2024-12-15T03:41:04.101839+00:00
MsiHNEny,3,22.06,2024-12-15T03:41:04.101842+00:00
G4JxMM2v,60,275.51,2024-12-15T03:41:04.101845+00:00
xzK8CeZQ,31,143.12,2024-12-15T03:41:04.101849+00:00
dSa1vkl8,20,740.28,2024-12-15T03:41:04.101852+00:00
hznRqtm3,25,658.5,2024-12-15T03:41:04.101855+00:00
6vYLkUVe,37,232.98,2024-12-15T03:41:04.101859+00:00
OkF4cWmA,41,485.8,2024-12-15T03:41:04.101862+00:00
fUu6c2zY,84,886.11,2024-12-15T03:41:04.101865+00:00
EZv37sg2,87,311.4,2024-12-15T03:41:04.101869+00:00
rtDfEeTT,1,676.06,2024-12-15T03:41:04.101872+00:00
n3tXCFAP,35,249.4,2024-12-15T03:41:04.101876+00:00
